,Carbon concentration / weight %,Silicon concentration / weight %,Manganese concentration / weight %,Sulphur concentration / weight %,Phosphorus concentration / weight %,Nickel concentration / weight %,Chromium concentration / weight %,Molybdenum concentration / weight %,Vanadium concentration / weight %,Copper concentration / weight %,Cobalt concentration / weight %,Tungsten concentration / weight %,Oxygen concentration / parts per million by weight,Titanium concentration / parts per million by weight,Nitrogen concentration / parts per million by weight,Aluminium concentration / parts per million by weight,Boron concentration / parts per million by weight,Niobium concentration / parts per million by weight,Tin concentration / parts per million by weight,Arsenic concentration / parts per million by weight,Antimony concentration / parts per million by weight,Current / A,Voltage / V,AC or DC,Electrode positive or negative,Heat input / kJ mm^{-1},Interpass temperature / °C,Type of weld,Post weld heat treatment temperature / °C,Post weld heat treatment time / hours,Yield strength / MPa,Ultimate tensile strength / MPa,Elongation / %,Reduction of Area / %,Charpy temperature / °C,Charpy impact toughness / J,Hardness / kg mm^{-2},50% FATT,Weld ID,Nitrogen residual concentration,Hardness scale
1177,0.06,0.34,1.08,0.007,0.014,0.69,9.0,1.03,0.29,0.02,0.01,,480.0,100.0,110.0,100.0,,100.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,720.0,2.0,,,,,,,224.0,,PantK-1990-w5.1,,10.0
1178,0.06,0.34,1.08,0.007,0.014,0.69,9.0,1.03,0.29,0.02,0.01,,480.0,100.0,110.0,100.0,,100.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,720.0,8.0,,,,,,,210.0,,PantK-1990-w5.2,,10.0
1179,0.06,0.34,1.08,0.007,0.014,0.69,9.0,1.03,0.29,0.02,0.01,,480.0,100.0,110.0,100.0,,100.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,740.0,2.0,,,,,,,212.0,,PantK-1990-w5.3,,10.0
1180,0.06,0.34,1.08,0.007,0.014,0.69,9.0,1.03,0.29,0.02,0.01,,480.0,100.0,110.0,100.0,,100.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,740.0,8.0,,,,,,,202.0,,PantK-1990-w5.4,,10.0
1181,0.06,0.34,1.08,0.007,0.014,0.69,9.0,1.03,0.29,0.02,0.01,,480.0,100.0,110.0,100.0,,100.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,760.0,2.0,,,,,,,204.0,,PantK-1990-w5.5,,10.0
1182,0.06,0.34,1.08,0.007,0.014,0.69,9.0,1.03,0.29,0.02,0.01,,480.0,100.0,110.0,100.0,,100.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,760.0,8.0,,,,,,,201.0,,PantK-1990-w5.6,,10.0
1183,0.07,0.23,1.0,0.002,0.006,0.58,8.3,0.93,0.24,0.01,0.01,,460.0,100.0,250.0,100.0,,340.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,0.0,0.0,,,,,,,398.0,,PantK-1990-w6.0,,10.0
1184,0.07,0.23,1.0,0.002,0.006,0.58,8.3,0.93,0.24,0.01,0.01,,460.0,100.0,250.0,100.0,,340.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,720.0,2.0,,,,,,,249.0,,PantK-1990-w6.1,,10.0
1185,0.07,0.23,1.0,0.002,0.006,0.58,8.3,0.93,0.24,0.01,0.01,,460.0,100.0,250.0,100.0,,340.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,720.0,8.0,,,,,,,226.0,,PantK-1990-w6.2,,10.0
1186,0.07,0.23,1.0,0.002,0.006,0.58,8.3,0.93,0.24,0.01,0.01,,460.0,100.0,250.0,100.0,,340.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,740.0,2.0,,,,,,,234.0,,PantK-1990-w6.3,,10.0
1187,0.07,0.23,1.0,0.002,0.006,0.58,8.3,0.93,0.24,0.01,0.01,,460.0,100.0,250.0,100.0,,340.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,740.0,8.0,,,,,,,219.0,,PantK-1990-w6.4,,10.0
1188,0.07,0.23,1.0,0.002,0.006,0.58,8.3,0.93,0.24,0.01,0.01,,460.0,100.0,250.0,100.0,,340.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,760.0,2.0,,,,,,,224.0,,PantK-1990-w6.5,,10.0
1189,0.07,0.23,1.0,0.002,0.006,0.58,8.3,0.93,0.24,0.01,0.01,,460.0,100.0,250.0,100.0,,340.0,,,,116.0,23.0,DC,+,1.3,150-200,MMA,760.0,8.0,,,,,,,212.0,,PantK-1990-w6.6,,10.0
1190,0.11,0.51,1.1,0.007,0.013,0.08,8.9,1.0,0.18,0.03,0.01,,500.0,100.0,400.0,100.0,,900.0,,,,115.0,23.0,DC,+,1.0,150-200,MMA,0.0,0.0,,,,,,,467.0,,PantK-1990-w7.0,,10.0
1191,0.11,0.51,1.1,0.007,0.013,0.08,8.9,1.0,0.18,0.03,0.01,,500.0,100.0,400.0,100.0,,900.0,,,,115.0,23.0,DC,+,1.0,150-200,MMA,720.0,2.0,,,,,,,277.0,,PantK-1990-w7.1,,10.0
1192,0.11,0.51,1.1,0.007,0.013,0.08,8.9,1.0,0.18,0.03,0.01,,500.0,100.0,400.0,100.0,,900.0,,,,115.0,23.0,DC,+,1.0,150-200,MMA,720.0,8.0,,,,,,,254.0,,PantK-1990-w7.2,,10.0
1193,0.11,0.51,1.1,0.007,0.013,0.08,8.9,1.0,0.18,0.03,0.01,,500.0,100.0,400.0,100.0,,900.0,,,,115.0,23.0,DC,+,1.0,150-200,MMA,740.0,2.0,,,,,,,263.0,,PantK-1990-w7.3,,10.0
1194,0.11,0.51,1.1,0.007,0.013,0.08,8.9,1.0,0.18,0.03,0.01,,500.0,100.0,400.0,100.0,,900.0,,,,115.0,23.0,DC,+,1.0,150-200,MMA,740.0,8.0,,,,,,,237.0,,PantK-1990-w7.4,,10.0
1195,0.11,0.51,1.1,0.007,0.013,0.08,8.9,1.0,0.18,0.03,0.01,,500.0,100.0,400.0,100.0,,900.0,,,,115.0,23.0,DC,+,1.0,150-200,MMA,760.0,2.0,,,,,,,249.0,,PantK-1990-w7.5,,10.0
1196,0.11,0.51,1.1,0.007,0.013,0.08,8.9,1.0,0.18,0.03,0.01,,500.0,100.0,400.0,100.0,,900.0,,,,115.0,23.0,DC,+,1.0,150-200,MMA,760.0,8.0,,,,,,,226.0,,PantK-1990-w7.6,,10.0
1197,0.06,0.32,1.23,0.002,0.002,1.01,8.4,0.89,0.22,0.01,0.01,,380.0,100.0,80.0,100.0,,300.0,,,,163.0,25.0,DC,+,1.2,150-200,MMA,0.0,0.0,,,,,,,362.0,,PantK-1990-w8.0,,10.0
1198,0.06,0.32,1.23,0.002,0.002,1.01,8.4,0.89,0.22,0.01,0.01,,380.0,100.0,80.0,100.0,,300.0,,,,163.0,25.0,DC,+,1.2,150-200,MMA,720.0,2.0,,,,,,,291.0,,PantK-1990-w8.1,,10.0
1199,0.06,0.32,1.23,0.002,0.002,1.01,8.4,0.89,0.22,0.01,0.01,,380.0,100.0,80.0,100.0,,300.0,,,,163.0,25.0,DC,+,1.2,150-200,MMA,720.0,8.0,,,,,,,262.0,,PantK-1990-w8.2,,10.0
1200,0.06,0.32,1.23,0.002,0.002,1.01,8.4,0.89,0.22,0.01,0.01,,380.0,100.0,80.0,100.0,,300.0,,,,163.0,25.0,DC,+,1.2,150-200,MMA,740.0,2.0,,,,,,,266.0,,PantK-1990-w8.3,,10.0
1201,0.06,0.32,1.23,0.002,0.002,1.01,8.4,0.89,0.22,0.01,0.01,,380.0,100.0,80.0,100.0,,300.0,,,,163.0,25.0,DC,+,1.2,150-200,MMA,740.0,8.0,,,,,,,253.0,,PantK-1990-w8.4,,10.0
1202,0.06,0.32,1.23,0.002,0.002,1.01,8.4,0.89,0.22,0.01,0.01,,380.0,100.0,80.0,100.0,,300.0,,,,163.0,25.0,DC,+,1.2,150-200,MMA,760.0,2.0,,,,,,,257.0,,PantK-1990-w8.5,,10.0
1203,0.06,0.32,1.23,0.002,0.002,1.01,8.4,0.89,0.22,0.01,0.01,,380.0,100.0,80.0,100.0,,300.0,,,,163.0,25.0,DC,+,1.2,150-200,MMA,760.0,8.0,,,,,,,246.0,,PantK-1990-w8.6,,10.0
1204,0.1,0.43,0.96,0.003,0.006,0.17,8.6,0.97,0.22,0.02,0.005,,360.0,0.01,430.0,0.01,,200.0,,,,145.0,20.0,DC,+,1.0,200,MMA,750.0,2.0,,,,,,,264.0,,PantK-1990-bw1.0,,5.0
1205,0.1,0.43,0.96,0.003,0.006,0.17,8.6,0.97,0.22,0.02,0.005,,360.0,0.01,430.0,0.01,,200.0,,,,145.0,20.0,DC,+,1.0,200,MMA,750.0,2.0,,,,,-20.0,8.0,,,PantK-1990-bw1.1,,
1206,0.1,0.43,0.96,0.003,0.006,0.17,8.6,0.97,0.22,0.02,0.005,,360.0,0.01,430.0,0.01,,200.0,,,,145.0,20.0,DC,+,1.0,200,MMA,750.0,2.0,,,,,20.0,23.0,,,PantK-1990-bw1.2,,
1207,0.1,0.43,0.96,0.003,0.006,0.17,8.6,0.97,0.22,0.02,0.005,,360.0,0.01,430.0,0.01,,200.0,,,,145.0,20.0,DC,+,1.0,200,MMA,750.0,2.0,,,,,40.0,44.0,,,PantK-1990-bw1.3,,
1208,0.1,0.4,0.98,0.004,0.008,0.17,8.7,0.98,0.22,0.03,0.01,,410.0,0.01,420.0,0.01,,300.0,,,,145.0,21.0,DC,+,1.2,200,MMA,750.0,2.0,,,,,,,269.0,,PantK-1990-bw2.0,,5.0
1209,0.1,0.4,0.98,0.004,0.008,0.17,8.7,0.98,0.22,0.03,0.01,,410.0,0.01,420.0,0.01,,300.0,,,,145.0,21.0,DC,+,1.2,200,MMA,750.0,2.0,,,,,-20.0,8.0,,,PantK-1990-bw2.1,,
1210,0.1,0.4,0.98,0.004,0.008,0.17,8.7,0.98,0.22,0.03,0.01,,410.0,0.01,420.0,0.01,,300.0,,,,145.0,21.0,DC,+,1.2,200,MMA,750.0,2.0,,,,,20.0,27.0,,,PantK-1990-bw2.2,,
1211,0.1,0.4,0.98,0.004,0.008,0.17,8.7,0.98,0.22,0.03,0.01,,410.0,0.01,420.0,0.01,,300.0,,,,145.0,21.0,DC,+,1.2,200,MMA,750.0,2.0,,,,,40.0,52.0,,,PantK-1990-bw2.3,,
1212,0.1,0.42,0.96,0.003,0.006,0.17,8.8,1.01,0.21,0.02,0.005,,400.0,0.01,430.0,0.01,,900.0,,,,143.0,21.0,DC,+,1.1,200,MMA,760.0,8.0,,,,,,,233.0,,PantK-1990-bw3.0,,5.0
1213,0.1,0.42,0.96,0.003,0.006,0.17,8.8,1.01,0.21,0.02,0.005,,400.0,0.01,430.0,0.01,,900.0,,,,143.0,21.0,DC,+,1.1,200,MMA,760.0,8.0,,,,,-20.0,10.0,,,PantK-1990-bw3.1,,
1214,0.1,0.42,0.96,0.003,0.006,0.17,8.8,1.01,0.21,0.02,0.005,,400.0,0.01,430.0,0.01,,900.0,,,,143.0,21.0,DC,+,1.1,200,MMA,760.0,8.0,,,,,20.0,44.0,,,PantK-1990-bw3.2,,
1215,0.1,0.42,0.96,0.003,0.006,0.17,8.8,1.01,0.21,0.02,0.005,,400.0,0.01,430.0,0.01,,900.0,,,,143.0,21.0,DC,+,1.1,200,MMA,760.0,8.0,,,,,40.0,83.0,,,PantK-1990-bw3.3,,
1216,0.1,0.42,0.91,0.004,0.008,0.17,8.9,0.98,0.21,0.03,0.01,,390.0,0.01,410.0,0.01,,900.0,,,,146.0,22.0,DC,+,1.1,200,MMA,760.0,8.0,,,,,,,226.0,,PantK-1990-bw4.0,,5.0
1217,0.1,0.42,0.91,0.004,0.008,0.17,8.9,0.98,0.21,0.03,0.01,,390.0,0.01,410.0,0.01,,900.0,,,,146.0,22.0,DC,+,1.1,200,MMA,760.0,8.0,,,,,-20.0,10.0,,,PantK-1990-bw4.1,,
1218,0.1,0.42,0.91,0.004,0.008,0.17,8.9,0.98,0.21,0.03,0.01,,390.0,0.01,410.0,0.01,,900.0,,,,146.0,22.0,DC,+,1.1,200,MMA,760.0,8.0,,,,,20.0,44.0,,,PantK-1990-bw4.2,,
1219,0.1,0.42,0.91,0.004,0.008,0.17,8.9,0.98,0.21,0.03,0.01,,390.0,0.01,410.0,0.01,,900.0,,,,146.0,22.0,DC,+,1.1,200,MMA,760.0,8.0,,,,,40.0,83.0,,,PantK-1990-bw4.3,,
1383,0.069,0.53,0.58,0.018,0.014,,2.6,1.1,,,,,430.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,593.0,698.0,17.0,67.0,,,231.0,,Wolst-1974-A,,
1384,0.05,0.45,0.73,0.015,0.018,,2.8,1.1,,,,,460.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,591.0,705.0,17.0,70.0,,,230.0,,Wolst-1974-B,,
1385,0.051,0.43,0.76,0.024,0.019,,2.8,1.1,,,,,410.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,614.0,713.0,18.0,67.0,,,241.0,,Wolst-1974-C,,
1386,0.067,0.13,0.94,0.017,0.026,,2.9,1.4,,,,,550.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,546.0,658.0,18.0,65.0,,,222.0,,Wolst-1974-E,,
1387,0.058,0.2,0.55,0.027,0.027,,1.8,1.2,,,,,730.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,464.0,578.0,23.0,71.0,,,205.0,,Wolst-1974-F,,
1388,0.125,0.39,0.88,0.025,0.028,,2.5,1.4,,,,,470.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,646.0,737.0,18.0,63.0,,,253.0,,Wolst-1974-G,,
1389,0.053,0.3,0.84,0.019,0.012,,2.1,1.3,,,,,690.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,536.0,652.0,20.0,73.0,,,220.0,,Wolst-1974-K,,
1390,0.075,0.35,0.8,0.02,0.017,,2.3,1.5,,,,,550.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,546.0,648.0,18.0,17.0,,,220.0,,Wolst-1974-N,,
1391,0.065,0.39,0.77,0.029,0.016,,2.4,1.4,,,,,560.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,581.0,693.0,20.0,69.0,,,230.0,,Wolst-1974-Y,,
1392,0.061,0.32,0.27,0.022,0.016,,2.2,1.2,,,,,690.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,537.0,648.0,22.0,65.0,,,220.0,,Wolst-1974-AM1,,
1393,0.043,0.34,0.45,0.019,0.017,,2.2,1.4,,,,,580.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,527.0,635.0,20.0,67.0,,,219.0,,Wolst-1974-AM2,,
1394,0.066,0.41,0.67,0.018,0.029,,2.5,1.2,,,,,620.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,561.0,666.0,20.0,68.0,,,226.0,,Wolst-1974-AM3,,
1395,0.1,0.44,0.8,0.021,0.02,,2.5,1.2,,,,,520.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,576.0,678.0,17.0,70.0,,,230.0,,Wolst-1974-AM4,,
1396,0.044,0.04,0.45,0.014,0.017,,2.3,,,,,,1650.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,392.0,524.0,22.0,67.0,,,182.0,,Wolst-1974-AS0,,
1397,0.05,0.07,0.48,0.007,0.018,,2.2,,,,,,1440.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,473.0,578.0,21.0,71.0,,,199.0,,Wolst-1974-AS1,,
1398,0.05,0.18,0.63,0.015,0.018,,2.0,,,,,,750.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,543.0,649.0,20.0,71.0,,,217.0,,Wolst-1974-AS2,,
1399,0.049,0.39,0.78,0.022,0.018,,2.2,1.1,,,,,680.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,546.0,661.0,20.0,69.0,,,226.0,,Wolst-1974-AT0.25,,
1400,0.075,0.41,0.77,0.021,0.018,,2.2,1.1,,,,,1150.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,562.0,669.0,20.0,70.0,,,226.0,,Wolst-1974-AT0.5,,
1401,0.045,0.45,0.8,0.012,0.02,,2.4,1.0,,,,,1180.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,603.0,705.0,19.0,66.0,,,239.0,,Wolst-1974-AT0.75,,
1402,0.036,0.55,0.84,0.013,0.02,,2.5,1.0,,,,,1070.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,619.0,727.0,20.0,66.0,,,240.0,,Wolst-1974-AT1.5,,
1403,0.058,0.61,0.93,0.014,0.017,,2.5,1.1,,,,,1020.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,638.0,736.0,17.0,66.0,,,241.0,,Wolst-1974-AT2.0,,
1404,0.09,0.2,1.25,0.011,0.022,,2.4,0.9,,,,,690.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,594.0,680.0,20.0,66.0,,,231.0,,Wolst-1974-S20,,
1405,0.12,0.27,1.27,0.014,0.021,,2.4,0.9,,,,,680.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,244.0,,Wolst-1974-S25,,
1406,0.09,0.39,1.18,0.013,0.022,,2.4,1.0,,,,,570.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,247.0,,Wolst-1974-S30,,
1407,0.11,0.48,1.13,0.015,0.018,,2.4,0.9,,,,,520.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,253.0,,Wolst-1974-S35,,
1408,0.09,0.59,1.1,0.013,0.02,,2.4,0.8,,,,,540.0,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,648.0,743.0,18.0,58.0,,,247.0,,Wolst-1974-S40,,
1409,0.05,0.33,0.83,0.02,0.018,,2.3,1.1,,,,,,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,222.0,,Wolst-1974-M80,,
1410,0.09,0.3,1.25,0.02,0.016,,2.0,1.1,,,,,,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,240.0,,Wolst-1974-M110,,
1411,0.06,0.26,0.94,0.011,0.018,,2.3,1.2,,,,,,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,227.0,,Wolst-1974-AA,,
1412,0.05,0.34,0.96,0.017,0.018,,2.4,1.1,,,,,,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,233.0,,Wolst-1974-BB,,
1413,0.05,0.27,0.94,0.011,0.015,,2.3,1.3,,,,,,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,212.0,,Wolst-1974-FF,,
1414,0.05,0.3,1.0,0.006,0.015,,2.2,1.1,,,,,,,,,,,,,,150.0,37.5,DC,+,1.0,300,MMA,690.0,3.0,,,,,,,209.0,,Wolst-1974-KK,,
1463,0.029,0.55,1.08,0.011,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,,72.0,20.0,,0.0,,,,190.0,23.0,,+,1.0925,250,MMA,200.0,1.0,437.0,509.0,31.4,80.0,,,,,RC81033,,
1464,0.061,0.53,1.01,0.009,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,,79.0,10.0,,0.0,,,,190.0,23.0,,+,1.0925,250,MMA,200.0,1.0,449.0,525.0,30.6,78.0,,,,,RC81033,,
1465,0.08,0.58,1.15,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,,52.0,10.0,,0.0,,,,190.0,23.0,,+,1.0925,250,MMA,200.0,1.0,492.0,573.0,27.6,75.0,,,,,RC81033,,
1466,0.1,0.55,1.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,,62.0,10.0,,0.0,,,,190.0,23.0,,+,1.0925,250,MMA,200.0,1.0,507.0,575.0,27.6,73.0,,,,,RC81033,,
1487,0.073,0.34,0.64,0.008,0.007,0.0,0.0,0.0,0.0005,0.0,,,450.0,7.0,63.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,404.0,494.0,32.4,76.0,,,,,EvansLetter-Ao+,,
1488,0.073,0.34,0.64,0.008,0.007,0.0,0.0,0.0,0.0005,0.0,,,450.0,7.0,63.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-46.0,100.0,,,EvansLetter-Ao+ch1,,
1489,0.073,0.34,0.64,0.008,0.007,0.0,0.0,0.0,0.0005,0.0,,,450.0,7.0,63.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-70.0,28.0,,,EvansLetter-Ao+ch2,,
1490,0.064,0.3,0.63,0.006,0.008,0.92,0.0,0.0,0.0005,0.0,,,473.0,5.0,70.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,423.0,501.0,31.8,77.0,,,,,EvansLetter-Ao+1Ni,,
1491,0.064,0.3,0.63,0.006,0.008,0.92,0.0,0.0,0.0005,0.0,,,473.0,5.0,70.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-63.0,100.0,,,EvansLetter-Ao+1Nich1,,
1492,0.064,0.3,0.63,0.006,0.008,0.92,0.0,0.0,0.0005,0.0,,,473.0,5.0,70.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-88.0,28.0,,,EvansLetter-Ao+1Nich2,,
1493,0.065,0.26,0.61,0.007,0.007,2.14,0.0,0.0,0.0005,0.0,,,488.0,5.0,86.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,443.0,528.0,32.4,76.0,,,,,EvansLetter-Ao+2Ni,,
1494,0.065,0.26,0.61,0.007,0.007,2.14,0.0,0.0,0.0005,0.0,,,488.0,5.0,86.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-65.0,100.0,,,EvansLetter-Ao+2Nich1,,
1495,0.065,0.26,0.61,0.007,0.007,2.14,0.0,0.0,0.0005,0.0,,,488.0,5.0,86.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-95.0,28.0,,,EvansLetter-Ao+2Nich2,,
1496,0.062,0.29,0.62,0.007,0.007,3.01,0.0,0.0,0.0005,0.0,,,500.0,6.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,457.0,543.0,27.6,77.0,,,,,EvansLetter-Ao+3Ni,,
1497,0.062,0.29,0.62,0.007,0.007,3.01,0.0,0.0,0.0005,0.0,,,500.0,6.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-65.0,100.0,,,EvansLetter-Ao+3Nich1,,
1498,0.062,0.29,0.62,0.007,0.007,3.01,0.0,0.0,0.0005,0.0,,,500.0,6.0,72.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-98.0,28.0,,,EvansLetter-Ao+3Nich2,,
1499,0.07,0.31,0.66,0.006,0.008,0.0,0.0,0.24,0.0005,0.0,,,430.0,5.0,79.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,433.0,518.0,26.0,78.9,,,,,EvansLetter-Ao+.25Mo,,
1500,0.07,0.31,0.66,0.006,0.008,0.0,0.0,0.24,0.0005,0.0,,,430.0,5.0,79.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-61.0,100.0,,,EvansLetter-Ao+.25Moch1,,
1501,0.07,0.31,0.66,0.006,0.008,0.0,0.0,0.24,0.0005,0.0,,,430.0,5.0,79.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-87.0,28.0,,,EvansLetter-Ao+.25Moch2,,
1502,0.073,0.34,0.66,0.007,0.007,0.0,0.0,0.5,0.0005,0.0,,,454.0,5.0,75.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,470.0,559.0,24.6,75.0,,,,,EvansLetter-Ao+.5Mo,,
1503,0.073,0.34,0.66,0.007,0.007,0.0,0.0,0.5,0.0005,0.0,,,454.0,5.0,75.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-42.0,100.0,,,EvansLetter-Ao+.5Moch1,,
1504,0.073,0.34,0.66,0.007,0.007,0.0,0.0,0.5,0.0005,0.0,,,454.0,5.0,75.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-76.0,28.0,,,EvansLetter-Ao+.5Moch2,,
1505,0.075,0.3,0.63,0.008,0.008,0.0,0.0,1.03,0.0005,0.0,,,438.0,5.0,80.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,528.0,619.0,20.6,73.0,,,,,EvansLetter-Ao+1Mo,,
1506,0.075,0.3,0.63,0.008,0.008,0.0,0.0,1.03,0.0005,0.0,,,438.0,5.0,80.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,7.0,100.0,,,EvansLetter-Ao+1Moch1,,
1507,0.075,0.3,0.63,0.008,0.008,0.0,0.0,1.03,0.0005,0.0,,,438.0,5.0,80.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-57.0,28.0,,,EvansLetter-Ao+1Moch2,,
1508,0.07,0.35,0.65,0.008,0.01,0.0,1.01,0.0,0.0005,0.0,,,504.0,5.0,78.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,481.0,559.0,22.0,75.0,,,,,EvansLetter-Ao+1Cr,,
1509,0.07,0.35,0.65,0.008,0.01,0.0,1.01,0.0,0.0005,0.0,,,504.0,5.0,78.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-40.0,100.0,,,EvansLetter-Ao+1Crch1,,
1510,0.07,0.35,0.65,0.008,0.01,0.0,1.01,0.0,0.0005,0.0,,,504.0,5.0,78.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-68.0,28.0,,,EvansLetter-Ao+1Crch2,,
1511,0.074,0.25,0.58,0.008,0.01,0.0,1.59,0.0,0.0005,0.0,,,500.0,4.0,89.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,494.0,593.0,19.0,71.9,,,,,EvansLetter-Ao+1.5Cr,,
1512,0.074,0.25,0.58,0.008,0.01,0.0,1.59,0.0,0.0005,0.0,,,500.0,4.0,89.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-22.0,100.0,,,EvansLetter-Ao+1.5Crch1,,
1513,0.074,0.25,0.58,0.008,0.01,0.0,1.59,0.0,0.0005,0.0,,,500.0,4.0,89.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,,,,,-48.0,28.0,,,EvansLetter-Ao+1.5Crch2,,
1514,0.076,0.28,0.64,0.008,0.008,0.0,2.1,0.0,0.0005,0.0,,,492.0,8.0,81.0,5.0,5.0,5.0,,,,,,,,1.0,200,MMA,250.0,14.0,565.0,660.0,,68.6,,,,,EvansLetter-Ao+2Cr,,
